integration,metric_name,metric_type,metric_enabled,metric_description
elasticsearch,jvm.mem.maxYoungGenerationHeapInBytes,gauge,true,The maximum amount of memory that can be used by the Young Generation heapshown in bytes
elasticsearch,jvm.mem.usedOldGenerationHeapInBytes,gauge,true,The amount of memory in bytes currently used by the Old Generation heapshown in bytes
elasticsearch,jvm.mem.maxOldGenerationHeapInBytes,gauge,true,The maximum amount of memory that can be used by the Old Generation heapshown in bytes
elasticsearch,jvm.mem.usedSurvivorSpaceInBytes,gauge,true,The amount of memory in bytes currently used by the Survivor Spaceshown in bytes
elasticsearch,jvm.mem.maxSurvivorSpaceInBYtes,gauge,true,The maximum amount of memory that can be used by the Survivor Spaceshown in bytes
elasticsearch,jvm.ThreadsActive,gauge,true,The number of active threads in the JVM
elasticsearch,jvm.ThreadsPeak,gauge,true,The peak number of threads used by the JVM
elasticsearch,threadpool.bulkActive,gauge,true,The number of active threads in the bulk pool
elasticsearch,threadpool.bulkQueue,gauge,true,The number of queued threads in the bulk pool
elasticsearch,threadpool.bulkThreads,gauge,true,The number of threads in the bulk pool
elasticsearch,threadpool.bulkRejected,gauge,true,The number of rejected threads in the bulk pool
elasticsearch,threadpool.activeFetchShardStarted,gauge,true,The number of active threads in the fetch shard started pool
elasticsearch,threadpool.fetchShardStartedThreads,gauge,true,The number of threads in the fetch shard started pool
elasticsearch,threadpool.fetchShardStartedQueue,gauge,true,The number of queued threads in the fetch shard started pool
elasticsearch,threadpool.fetchShardStartedRejected,gauge,true,The number of rejected threads in the fetch shard started pool
elasticsearch,threadpool.fetchShardStoreActive,gauge,true,The number of active threads in the fetch shard store pool
elasticsearch,threadpool.fetchShardStoreThreads,gauge,true,The number of threads in the fetch shard store pool
elasticsearch,threadpool.fetchShardStoreQueue,gauge,true,The number of queued threads in the fetch shard store pool
elasticsearch,threadpool.fetchShardStoreRejected,gauge,true,The number of rejected threads in the fetch shard store pool
elasticsearch,threadpool.flushActive,gauge,true,The number of active threads in the flush Queue
elasticsearch,threadpool.flushQueue,gauge,true,The number of queued threads in the flush pool
elasticsearch,threadpool.flushThreads,gauge,true,The number of threads in the flush pool
elasticsearch,threadpool.flushRejected,gauge,true,The number of rejected threads in the flush pool
elasticsearch,threadpool.forceMergeActive,gauge,true,The number of active threads for force merge operations
elasticsearch,threadpool.forceMergeThreads,gauge,true,The number of threads for force merge operations
elasticsearch,threadpool.forceMergeQueue,gauge,true,The number of queued threads for force merge operations
elasticsearch,threadpool.forceMergeRejected,gauge,true,The number of rejected threads for force merge operations
elasticsearch,threadpool.genericActive,gauge,true,The number of active threads in the generic pool
elasticsearch,threadpool.genericQueue,gauge,true,The number of queued threads in the generic pool
